GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AD4BE001,NAME_M,AD4BM001
"G70341","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70341",,,,,,,"ZCTA5 70341",0.4678,"ZCTA5 70341",0.0461
"G70342","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70342",,,,,,,"ZCTA5 70342",0.5001,"ZCTA5 70342",0.0508
"G70343","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70343",,,,,,,"ZCTA5 70343",0.4235,"ZCTA5 70343",0.0613
"G70344","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70344",,,,,,,"ZCTA5 70344",0.4371,"ZCTA5 70344",0.0346
"G70345","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70345",,,,,,,"ZCTA5 70345",0.4082,"ZCTA5 70345",0.0279
"G70346","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70346",,,,,,,"ZCTA5 70346",0.4863,"ZCTA5 70346",0.0404
"G70352","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70352",,,,,,,"ZCTA5 70352",0.3559,"ZCTA5 70352",0.1746
"G70353","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70353",,,,,,,"ZCTA5 70353",0.3797,"ZCTA5 70353",0.0968
"G70354","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70354",,,,,,,"ZCTA5 70354",0.4372,"ZCTA5 70354",0.0417
"G70355","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70355",,,,,,,"ZCTA5 70355",0.3848,"ZCTA5 70355",0.0724
"G70356","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70356",,,,,,,"ZCTA5 70356",0.4542,"ZCTA5 70356",0.0556
"G70357","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70357",,,,,,,"ZCTA5 70357",0.4585,"ZCTA5 70357",0.0646
"G70358","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70358",,,,,,,"ZCTA5 70358",0.3706,"ZCTA5 70358",0.0664
"G70359","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70359",,,,,,,"ZCTA5 70359",0.4792,"ZCTA5 70359",0.0337
"G70360","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70360",,,,,,,"ZCTA5 70360",0.4356,"ZCTA5 70360",0.0257
"G70363","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70363",,,,,,,"ZCTA5 70363",0.4345,"ZCTA5 70363",0.0262
"G70364","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70364",,,,,,,"ZCTA5 70364",0.4316,"ZCTA5 70364",0.0223
"G70372","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70372",,,,,,,"ZCTA5 70372",0.4186,"ZCTA5 70372",0.0576
"G70373","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70373",,,,,,,"ZCTA5 70373",0.4408,"ZCTA5 70373",0.0282
"G70374","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70374",,,,,,,"ZCTA5 70374",0.4070,"ZCTA5 70374",0.0249
"G70375","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70375",,,,,,,"ZCTA5 70375",0.4297,"ZCTA5 70375",0.1667
"G70377","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70377",,,,,,,"ZCTA5 70377",0.4066,"ZCTA5 70377",0.0492
"G70380","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70380",,,,,,,"ZCTA5 70380",0.4653,"ZCTA5 70380",0.0222
"G70390","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70390",,,,,,,"ZCTA5 70390",0.4922,"ZCTA5 70390",0.0657
"G70391","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70391",,,,,,,"ZCTA5 70391",0.2346,"ZCTA5 70391",0.1921
"G70392","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70392",,,,,,,"ZCTA5 70392",0.4285,"ZCTA5 70392",0.0286
"G70393","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70393",,,,,,,"ZCTA5 70393",0.5137,"ZCTA5 70393",0.1100
"G70394","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70394",,,,,,,"ZCTA5 70394",0.4802,"ZCTA5 70394",0.0649
"G70395","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70395",,,,,,,"ZCTA5 70395",0.3831,"ZCTA5 70395",0.0405
"G70397","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70397",,,,,,,"ZCTA5 70397",0.3928,"ZCTA5 70397",0.0723
"G70401","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70401",,,,,,,"ZCTA5 70401",0.4920,"ZCTA5 70401",0.0276
"G70402","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70402",,,,,,,"ZCTA5 70402",,"ZCTA5 70402",
"G70403","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70403",,,,,,,"ZCTA5 70403",0.4755,"ZCTA5 70403",0.0255
"G70420","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70420",,,,,,,"ZCTA5 70420",0.3955,"ZCTA5 70420",0.0360
"G70422","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70422",,,,,,,"ZCTA5 70422",0.4573,"ZCTA5 70422",0.0251
"G70426","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70426",,,,,,,"ZCTA5 70426",0.5019,"ZCTA5 70426",0.0472
"G70427","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70427",,,,,,,"ZCTA5 70427",0.5184,"ZCTA5 70427",0.0494
"G70431","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70431",,,,,,,"ZCTA5 70431",0.3990,"ZCTA5 70431",0.0408
"G70433","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70433",,,,,,,"ZCTA5 70433",0.4791,"ZCTA5 70433",0.0235
"G70435","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70435",,,,,,,"ZCTA5 70435",0.4439,"ZCTA5 70435",0.0288
"G70436","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70436",,,,,,,"ZCTA5 70436",0.3656,"ZCTA5 70436",0.1079
"G70437","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70437",,,,,,,"ZCTA5 70437",0.4407,"ZCTA5 70437",0.0401
"G70438","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70438",,,,,,,"ZCTA5 70438",0.4700,"ZCTA5 70438",0.0315
"G70441","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70441",,,,,,,"ZCTA5 70441",0.5284,"ZCTA5 70441",0.1233
"G70442","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70442",,,,,,,"ZCTA5 70442",0.6340,"ZCTA5 70442",0.2785
"G70443","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70443",,,,,,,"ZCTA5 70443",0.4562,"ZCTA5 70443",0.0373
"G70444","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70444",,,,,,,"ZCTA5 70444",0.5027,"ZCTA5 70444",0.0498
"G70445","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70445",,,,,,,"ZCTA5 70445",0.4844,"ZCTA5 70445",0.0441
"G70446","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70446",,,,,,,"ZCTA5 70446",0.4035,"ZCTA5 70446",0.0692
"G70447","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70447",,,,,,,"ZCTA5 70447",0.4297,"ZCTA5 70447",0.0450
"G70448","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70448",,,,,,,"ZCTA5 70448",0.4331,"ZCTA5 70448",0.0215
"G70449","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70449",,,,,,,"ZCTA5 70449",0.5316,"ZCTA5 70449",0.1393
"G70450","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70450",,,,,,,"ZCTA5 70450",0.4509,"ZCTA5 70450",0.0520
"G70451","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70451",,,,,,,"ZCTA5 70451",,"ZCTA5 70451",
"G70452","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70452",,,,,,,"ZCTA5 70452",0.4636,"ZCTA5 70452",0.0267
"G70453","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70453",,,,,,,"ZCTA5 70453",0.4136,"ZCTA5 70453",0.1104
"G70454","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70454",,,,,,,"ZCTA5 70454",0.4416,"ZCTA5 70454",0.0229
"G70455","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70455",,,,,,,"ZCTA5 70455",0.4250,"ZCTA5 70455",0.1166
"G70456","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70456",,,,,,,"ZCTA5 70456",0.3785,"ZCTA5 70456",0.0473
"G70458","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70458",,,,,,,"ZCTA5 70458",0.4186,"ZCTA5 70458",0.0195
"G70460","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70460",,,,,,,"ZCTA5 70460",0.4351,"ZCTA5 70460",0.0216
"G70461","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70461",,,,,,,"ZCTA5 70461",0.4323,"ZCTA5 70461",0.0224
"G70462","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70462",,,,,,,"ZCTA5 70462",0.4996,"ZCTA5 70462",0.0600
"G70463","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70463",,,,,,,"ZCTA5 70463",0.2656,"ZCTA5 70463",0.1132
"G70464","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70464",,,,,,,"ZCTA5 70464",0.3497,"ZCTA5 70464",0.1524
"G70465","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70465",,,,,,,"ZCTA5 70465",0.4193,"ZCTA5 70465",0.0612
"G70466","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70466",,,,,,,"ZCTA5 70466",0.4483,"ZCTA5 70466",0.0594
"G70471","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70471",,,,,,,"ZCTA5 70471",0.4616,"ZCTA5 70471",0.0251
"G70501","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70501",,,,,,,"ZCTA5 70501",0.5044,"ZCTA5 70501",0.0273
"G70503","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70503",,,,,,,"ZCTA5 70503",0.4875,"ZCTA5 70503",0.0262
"G70506","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70506",,,,,,,"ZCTA5 70506",0.4754,"ZCTA5 70506",0.0171
"G70507","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70507",,,,,,,"ZCTA5 70507",0.4552,"ZCTA5 70507",0.0292
"G70508","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70508",,,,,,,"ZCTA5 70508",0.4753,"ZCTA5 70508",0.0209
"G70510","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70510",,,,,,,"ZCTA5 70510",0.4654,"ZCTA5 70510",0.0185
"G70512","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70512",,,,,,,"ZCTA5 70512",0.4191,"ZCTA5 70512",0.0311
"G70513","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70513",,,,,,,"ZCTA5 70513",0.3596,"ZCTA5 70513",0.2363
"G70514","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70514",,,,,,,"ZCTA5 70514",0.4879,"ZCTA5 70514",0.0457
"G70515","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70515",,,,,,,"ZCTA5 70515",0.4843,"ZCTA5 70515",0.0740
"G70516","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70516",,,,,,,"ZCTA5 70516",0.3359,"ZCTA5 70516",0.0521
"G70517","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70517",,,,,,,"ZCTA5 70517",0.4650,"ZCTA5 70517",0.0255
"G70518","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70518",,,,,,,"ZCTA5 70518",0.4788,"ZCTA5 70518",0.0305
"G70519","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70519",,,,,,,"ZCTA5 70519",0.1333,"ZCTA5 70519",0.0852
"G70520","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70520",,,,,,,"ZCTA5 70520",0.4538,"ZCTA5 70520",0.0346
"G70523","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70523",,,,,,,"ZCTA5 70523",0.4043,"ZCTA5 70523",0.0698
"G70524","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70524",,,,,,,"ZCTA5 70524",0.3753,"ZCTA5 70524",0.1173
"G70525","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70525",,,,,,,"ZCTA5 70525",0.4713,"ZCTA5 70525",0.0294
"G70526","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70526",,,,,,,"ZCTA5 70526",0.4935,"ZCTA5 70526",0.0259
"G70528","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70528",,,,,,,"ZCTA5 70528",0.4110,"ZCTA5 70528",0.0360
"G70529","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70529",,,,,,,"ZCTA5 70529",0.5262,"ZCTA5 70529",0.0622
"G70531","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70531",,,,,,,"ZCTA5 70531",0.4339,"ZCTA5 70531",0.0824
"G70532","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70532",,,,,,,"ZCTA5 70532",0.4362,"ZCTA5 70532",0.0435
"G70533","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70533",,,,,,,"ZCTA5 70533",0.4390,"ZCTA5 70533",0.0543
"G70534","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70534",,,,,,,"ZCTA5 70534",0.4677,"ZCTA5 70534",0.0505
"G70535","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70535",,,,,,,"ZCTA5 70535",0.4730,"ZCTA5 70535",0.0243
"G70537","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70537",,,,,,,"ZCTA5 70537",0.3804,"ZCTA5 70537",0.0822
"G70538","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70538",,,,,,,"ZCTA5 70538",0.4982,"ZCTA5 70538",0.0243
"G70541","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70541",,,,,,,"ZCTA5 70541",0.5355,"ZCTA5 70541",0.0671
"G70542","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70542",,,,,,,"ZCTA5 70542",0.4499,"ZCTA5 70542",0.0504
"G70543","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70543",,,,,,,"ZCTA5 70543",0.3955,"ZCTA5 70543",0.0375
"G70544","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70544",,,,,,,"ZCTA5 70544",0.4627,"ZCTA5 70544",0.0419
"G70546","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70546",,,,,,,"ZCTA5 70546",0.4891,"ZCTA5 70546",0.0261
"G70548","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70548",,,,,,,"ZCTA5 70548",0.4790,"ZCTA5 70548",0.0369
"G70549","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70549",,,,,,,"ZCTA5 70549",0.4977,"ZCTA5 70549",0.0627
"G70550","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70550",,,,,,,"ZCTA5 70550",0.5673,"ZCTA5 70550",0.2967
"G70552","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70552",,,,,,,"ZCTA5 70552",0.4599,"ZCTA5 70552",0.0708
"G70554","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70554",,,,,,,"ZCTA5 70554",0.4462,"ZCTA5 70554",0.0313
"G70555","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70555",,,,,,,"ZCTA5 70555",0.4198,"ZCTA5 70555",0.0374
"G70556","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70556",,,,,,,"ZCTA5 70556",0.5114,"ZCTA5 70556",0.1819
"G70558","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70558",,,,,,,"ZCTA5 70558",,"ZCTA5 70558",
"G70559","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70559",,,,,,,"ZCTA5 70559",0.4043,"ZCTA5 70559",0.0666
"G70560","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70560",,,,,,,"ZCTA5 70560",0.4865,"ZCTA5 70560",0.0546
"G70563","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70563",,,,,,,"ZCTA5 70563",0.4821,"ZCTA5 70563",0.0335
"G70570","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70570",,,,,,,"ZCTA5 70570",0.5353,"ZCTA5 70570",0.0265
"G70575","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70575",,,,,,,"ZCTA5 70575",0.2340,"ZCTA5 70575",0.1498
"G70576","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70576",,,,,,,"ZCTA5 70576",0.4741,"ZCTA5 70576",0.0665
"G70577","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70577",,,,,,,"ZCTA5 70577",0.4610,"ZCTA5 70577",0.0349
"G70578","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70578",,,,,,,"ZCTA5 70578",0.4650,"ZCTA5 70578",0.0303
"G70580","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70580",,,,,,,"ZCTA5 70580",,"ZCTA5 70580",
"G70581","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70581",,,,,,,"ZCTA5 70581",0.4240,"ZCTA5 70581",0.0717
"G70582","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70582",,,,,,,"ZCTA5 70582",0.4572,"ZCTA5 70582",0.0318
"G70583","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70583",,,,,,,"ZCTA5 70583",0.4541,"ZCTA5 70583",0.0365
"G70584","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70584",,,,,,,"ZCTA5 70584",0.4712,"ZCTA5 70584",0.0403
"G70585","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70585",,,,,,,"ZCTA5 70585",0.4587,"ZCTA5 70585",0.0796
"G70586","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70586",,,,,,,"ZCTA5 70586",0.5126,"ZCTA5 70586",0.0303
"G70589","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70589",,,,,,,"ZCTA5 70589",0.4957,"ZCTA5 70589",0.0331
"G70591","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70591",,,,,,,"ZCTA5 70591",0.4472,"ZCTA5 70591",0.0427
"G70592","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70592",,,,,,,"ZCTA5 70592",0.3904,"ZCTA5 70592",0.0278
"G70601","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70601",,,,,,,"ZCTA5 70601",0.4747,"ZCTA5 70601",0.0150
"G70605","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70605",,,,,,,"ZCTA5 70605",0.4671,"ZCTA5 70605",0.0185
"G70607","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70607",,,,,,,"ZCTA5 70607",0.4627,"ZCTA5 70607",0.0171
"G70611","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70611",,,,,,,"ZCTA5 70611",0.3926,"ZCTA5 70611",0.0216
"G70615","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70615",,,,,,,"ZCTA5 70615",0.5365,"ZCTA5 70615",0.0870
"G70630","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70630",,,,,,,"ZCTA5 70630",0.3570,"ZCTA5 70630",0.0650
"G70631","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70631",,,,,,,"ZCTA5 70631",0.4219,"ZCTA5 70631",0.0809
"G70632","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70632",,,,,,,"ZCTA5 70632",0.4123,"ZCTA5 70632",0.1045
"G70633","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70633",,,,,,,"ZCTA5 70633",0.4066,"ZCTA5 70633",0.0475
"G70634","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70634",,,,,,,"ZCTA5 70634",0.4562,"ZCTA5 70634",0.0240
"G70637","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70637",,,,,,,"ZCTA5 70637",0.2774,"ZCTA5 70637",0.0933
"G70638","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70638",,,,,,,"ZCTA5 70638",0.4065,"ZCTA5 70638",0.0526
"G70639","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70639",,,,,,,"ZCTA5 70639",0.4689,"ZCTA5 70639",0.1423
"G70640","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70640",,,,,,,"ZCTA5 70640",0.4077,"ZCTA5 70640",0.0810
"G70643","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70643",,,,,,,"ZCTA5 70643",0.3778,"ZCTA5 70643",0.1542
"G70644","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70644",,,,,,,"ZCTA5 70644",0.4338,"ZCTA5 70644",0.1932
"G70645","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70645",,,,,,,"ZCTA5 70645",0.4566,"ZCTA5 70645",0.0903
"G70646","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70646",,,,,,,"ZCTA5 70646",0.2732,"ZCTA5 70646",0.1386
"G70647","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70647",,,,,,,"ZCTA5 70647",0.4394,"ZCTA5 70647",0.0348
"G70648","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70648",,,,,,,"ZCTA5 70648",0.4626,"ZCTA5 70648",0.0783
"G70650","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70650",,,,,,,"ZCTA5 70650",0.2536,"ZCTA5 70650",0.0584
"G70651","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70651",,,,,,,"ZCTA5 70651",0.3550,"ZCTA5 70651",0.1709
"G70652","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70652",,,,,,,"ZCTA5 70652",0.4647,"ZCTA5 70652",0.1116
"G70653","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70653",,,,,,,"ZCTA5 70653",0.4083,"ZCTA5 70653",0.0307
"G70654","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70654",,,,,,,"ZCTA5 70654",0.4310,"ZCTA5 70654",0.1557
"G70655","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70655",,,,,,,"ZCTA5 70655",0.4448,"ZCTA5 70655",0.0438
"G70656","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70656",,,,,,,"ZCTA5 70656",0.4774,"ZCTA5 70656",0.0725
"G70657","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70657",,,,,,,"ZCTA5 70657",0.4564,"ZCTA5 70657",0.0737
"G70658","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70658",,,,,,,"ZCTA5 70658",0.4176,"ZCTA5 70658",0.0645
"G70659","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70659",,,,,,,"ZCTA5 70659",0.4077,"ZCTA5 70659",0.0465
"G70660","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70660",,,,,,,"ZCTA5 70660",0.3416,"ZCTA5 70660",0.0721
"G70661","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70661",,,,,,,"ZCTA5 70661",0.4851,"ZCTA5 70661",0.0613
"G70662","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70662",,,,,,,"ZCTA5 70662",0.3542,"ZCTA5 70662",0.1149
"G70663","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70663",,,,,,,"ZCTA5 70663",0.4128,"ZCTA5 70663",0.0203
"G70665","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70665",,,,,,,"ZCTA5 70665",0.4460,"ZCTA5 70665",0.0249
"G70668","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70668",,,,,,,"ZCTA5 70668",0.4674,"ZCTA5 70668",0.0309
"G70669","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70669",,,,,,,"ZCTA5 70669",0.4247,"ZCTA5 70669",0.0314
"G70706","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70706",,,,,,,"ZCTA5 70706",0.3712,"ZCTA5 70706",0.0239
"G70710","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70710",,,,,,,"ZCTA5 70710",0.3643,"ZCTA5 70710",0.0367
"G70711","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70711",,,,,,,"ZCTA5 70711",0.4913,"ZCTA5 70711",0.0595
"G70712","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70712",,,,,,,"ZCTA5 70712",0.2728,"ZCTA5 70712",0.0582
"G70714","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70714",,,,,,,"ZCTA5 70714",0.4384,"ZCTA5 70714",0.0305
"G70715","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70715",,,,,,,"ZCTA5 70715",0.4701,"ZCTA5 70715",0.0435
"G70719","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70719",,,,,,,"ZCTA5 70719",0.4145,"ZCTA5 70719",0.0406
"G70721","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70721",,,,,,,"ZCTA5 70721",0.4955,"ZCTA5 70721",0.1057
"G70722","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70722",,,,,,,"ZCTA5 70722",0.5006,"ZCTA5 70722",0.0421
"G70723","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70723",,,,,,,"ZCTA5 70723",0.5734,"ZCTA5 70723",0.0745
"G70725","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70725",,,,,,,"ZCTA5 70725",0.2955,"ZCTA5 70725",0.0986
"G70726","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70726",,,,,,,"ZCTA5 70726",0.4067,"ZCTA5 70726",0.0235
"G70729","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70729",,,,,,,"ZCTA5 70729",0.4006,"ZCTA5 70729",0.0732
"G70730","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70730",,,,,,,"ZCTA5 70730",0.4670,"ZCTA5 70730",0.0702
"G70732","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70732",,,,,,,"ZCTA5 70732",0.4195,"ZCTA5 70732",0.0756
"G70733","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70733",,,,,,,"ZCTA5 70733",0.4777,"ZCTA5 70733",0.0463
"G70734","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"70734",,,,,,,"ZCTA5 70734",0.3810,"ZCTA5 70734",0.0627
