GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADNKE001,NAME_M,ADNKM001
"G48157","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48157",,,,,,,,"ZCTA5 48157",48462,"ZCTA5 48157",12194
"G48158","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48158",,,,,,,,"ZCTA5 48158",67426,"ZCTA5 48158",7239
"G48159","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48159",,,,,,,,"ZCTA5 48159",63063,"ZCTA5 48159",7603
"G48160","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48160",,,,,,,,"ZCTA5 48160",68566,"ZCTA5 48160",4286
"G48161","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48161",,,,,,,,"ZCTA5 48161",44481,"ZCTA5 48161",3194
"G48162","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48162",,,,,,,,"ZCTA5 48162",48768,"ZCTA5 48162",2732
"G48164","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48164",,,,,,,,"ZCTA5 48164",82208,"ZCTA5 48164",9783
"G48165","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48165",,,,,,,,"ZCTA5 48165",67279,"ZCTA5 48165",12602
"G48166","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48166",,,,,,,,"ZCTA5 48166",61680,"ZCTA5 48166",8006
"G48167","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48167",,,,,,,,"ZCTA5 48167",80036,"ZCTA5 48167",4730
"G48168","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48168",,,,,,,,"ZCTA5 48168",130269,"ZCTA5 48168",7125
"G48169","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48169",,,,,,,,"ZCTA5 48169",74199,"ZCTA5 48169",3519
"G48170","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48170",,,,,,,,"ZCTA5 48170",76577,"ZCTA5 48170",2461
"G48173","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48173",,,,,,,,"ZCTA5 48173",68580,"ZCTA5 48173",5562
"G48174","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48174",,,,,,,,"ZCTA5 48174",43694,"ZCTA5 48174",2919
"G48176","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48176",,,,,,,,"ZCTA5 48176",89713,"ZCTA5 48176",7903
"G48177","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48177",,,,,,,,"ZCTA5 48177",,"ZCTA5 48177",
"G48178","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48178",,,,,,,,"ZCTA5 48178",77271,"ZCTA5 48178",2522
"G48179","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48179",,,,,,,,"ZCTA5 48179",64188,"ZCTA5 48179",8914
"G48180","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48180",,,,,,,,"ZCTA5 48180",40545,"ZCTA5 48180",1392
"G48182","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48182",,,,,,,,"ZCTA5 48182",63212,"ZCTA5 48182",3363
"G48183","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48183",,,,,,,,"ZCTA5 48183",57167,"ZCTA5 48183",3453
"G48184","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48184",,,,,,,,"ZCTA5 48184",39352,"ZCTA5 48184",2175
"G48185","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48185",,,,,,,,"ZCTA5 48185",44504,"ZCTA5 48185",1888
"G48186","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48186",,,,,,,,"ZCTA5 48186",44835,"ZCTA5 48186",2295
"G48187","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48187",,,,,,,,"ZCTA5 48187",78844,"ZCTA5 48187",1922
"G48188","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48188",,,,,,,,"ZCTA5 48188",90342,"ZCTA5 48188",3129
"G48189","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48189",,,,,,,,"ZCTA5 48189",60434,"ZCTA5 48189",4992
"G48190","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48190",,,,,,,,"ZCTA5 48190",106000,"ZCTA5 48190",96504
"G48191","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48191",,,,,,,,"ZCTA5 48191",66635,"ZCTA5 48191",6343
"G48192","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48192",,,,,,,,"ZCTA5 48192",51237,"ZCTA5 48192",2516
"G48193","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48193",,,,,,,,"ZCTA5 48193",53253,"ZCTA5 48193",3769
"G48195","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48195",,,,,,,,"ZCTA5 48195",50280,"ZCTA5 48195",1921
"G48197","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48197",,,,,,,,"ZCTA5 48197",49952,"ZCTA5 48197",1812
"G48198","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48198",,,,,,,,"ZCTA5 48198",40291,"ZCTA5 48198",1927
"G48201","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48201",,,,,,,,"ZCTA5 48201",14299,"ZCTA5 48201",1548
"G48202","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48202",,,,,,,,"ZCTA5 48202",20158,"ZCTA5 48202",2097
"G48203","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48203",,,,,,,,"ZCTA5 48203",21172,"ZCTA5 48203",1049
"G48204","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48204",,,,,,,,"ZCTA5 48204",21415,"ZCTA5 48204",1615
"G48205","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48205",,,,,,,,"ZCTA5 48205",28319,"ZCTA5 48205",1876
"G48206","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48206",,,,,,,,"ZCTA5 48206",21178,"ZCTA5 48206",1911
"G48207","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48207",,,,,,,,"ZCTA5 48207",25156,"ZCTA5 48207",1484
"G48208","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48208",,,,,,,,"ZCTA5 48208",19284,"ZCTA5 48208",1466
"G48209","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48209",,,,,,,,"ZCTA5 48209",25759,"ZCTA5 48209",2034
"G48210","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48210",,,,,,,,"ZCTA5 48210",25482,"ZCTA5 48210",1665
"G48211","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48211",,,,,,,,"ZCTA5 48211",19417,"ZCTA5 48211",2589
"G48212","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48212",,,,,,,,"ZCTA5 48212",23432,"ZCTA5 48212",1314
"G48213","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48213",,,,,,,,"ZCTA5 48213",21007,"ZCTA5 48213",1370
"G48214","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48214",,,,,,,,"ZCTA5 48214",21675,"ZCTA5 48214",1796
"G48215","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48215",,,,,,,,"ZCTA5 48215",20562,"ZCTA5 48215",1715
"G48216","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48216",,,,,,,,"ZCTA5 48216",24107,"ZCTA5 48216",4027
"G48217","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48217",,,,,,,,"ZCTA5 48217",24488,"ZCTA5 48217",4079
"G48218","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48218",,,,,,,,"ZCTA5 48218",26230,"ZCTA5 48218",3730
"G48219","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48219",,,,,,,,"ZCTA5 48219",30877,"ZCTA5 48219",2070
"G48220","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48220",,,,,,,,"ZCTA5 48220",48242,"ZCTA5 48220",3465
"G48221","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48221",,,,,,,,"ZCTA5 48221",37303,"ZCTA5 48221",2080
"G48223","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48223",,,,,,,,"ZCTA5 48223",32336,"ZCTA5 48223",1795
"G48224","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48224",,,,,,,,"ZCTA5 48224",28688,"ZCTA5 48224",1745
"G48225","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48225",,,,,,,,"ZCTA5 48225",48027,"ZCTA5 48225",3641
"G48226","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48226",,,,,,,,"ZCTA5 48226",35542,"ZCTA5 48226",6636
"G48227","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48227",,,,,,,,"ZCTA5 48227",27361,"ZCTA5 48227",2335
"G48228","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48228",,,,,,,,"ZCTA5 48228",23568,"ZCTA5 48228",2202
"G48229","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48229",,,,,,,,"ZCTA5 48229",27876,"ZCTA5 48229",4404
"G48230","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48230",,,,,,,,"ZCTA5 48230",96494,"ZCTA5 48230",8174
"G48233","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48233",,,,,,,,"ZCTA5 48233",,"ZCTA5 48233",
"G48234","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48234",,,,,,,,"ZCTA5 48234",24969,"ZCTA5 48234",1651
"G48235","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48235",,,,,,,,"ZCTA5 48235",28556,"ZCTA5 48235",2226
"G48236","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48236",,,,,,,,"ZCTA5 48236",95928,"ZCTA5 48236",3495
"G48237","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48237",,,,,,,,"ZCTA5 48237",47463,"ZCTA5 48237",3151
"G48238","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48238",,,,,,,,"ZCTA5 48238",22402,"ZCTA5 48238",1208
"G48239","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48239",,,,,,,,"ZCTA5 48239",50185,"ZCTA5 48239",2346
"G48240","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48240",,,,,,,,"ZCTA5 48240",47654,"ZCTA5 48240",3149
"G48242","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48242",,,,,,,,"ZCTA5 48242",,"ZCTA5 48242",
"G48243","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48243",,,,,,,,"ZCTA5 48243",,"ZCTA5 48243",
"G48301","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48301",,,,,,,,"ZCTA5 48301",125139,"ZCTA5 48301",8442
"G48302","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48302",,,,,,,,"ZCTA5 48302",127068,"ZCTA5 48302",6195
"G48304","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48304",,,,,,,,"ZCTA5 48304",105830,"ZCTA5 48304",4543
"G48306","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48306",,,,,,,,"ZCTA5 48306",123776,"ZCTA5 48306",5032
"G48307","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48307",,,,,,,,"ZCTA5 48307",70263,"ZCTA5 48307",2781
"G48309","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48309",,,,,,,,"ZCTA5 48309",87618,"ZCTA5 48309",4525
"G48310","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48310",,,,,,,,"ZCTA5 48310",52156,"ZCTA5 48310",3214
"G48312","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48312",,,,,,,,"ZCTA5 48312",58101,"ZCTA5 48312",4193
"G48313","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48313",,,,,,,,"ZCTA5 48313",64061,"ZCTA5 48313",2610
"G48314","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48314",,,,,,,,"ZCTA5 48314",64274,"ZCTA5 48314",4068
"G48315","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48315",,,,,,,,"ZCTA5 48315",68924,"ZCTA5 48315",4822
"G48316","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48316",,,,,,,,"ZCTA5 48316",72393,"ZCTA5 48316",3325
"G48317","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48317",,,,,,,,"ZCTA5 48317",53532,"ZCTA5 48317",4420
"G48320","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48320",,,,,,,,"ZCTA5 48320",50604,"ZCTA5 48320",6942
"G48322","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48322",,,,,,,,"ZCTA5 48322",80512,"ZCTA5 48322",4706
"G48323","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48323",,,,,,,,"ZCTA5 48323",108636,"ZCTA5 48323",8527
"G48324","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48324",,,,,,,,"ZCTA5 48324",101025,"ZCTA5 48324",9551
"G48326","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48326",,,,,,,,"ZCTA5 48326",52976,"ZCTA5 48326",3700
"G48327","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48327",,,,,,,,"ZCTA5 48327",51782,"ZCTA5 48327",2805
"G48328","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48328",,,,,,,,"ZCTA5 48328",47741,"ZCTA5 48328",2493
"G48329","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48329",,,,,,,,"ZCTA5 48329",69098,"ZCTA5 48329",5600
"G48331","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48331",,,,,,,,"ZCTA5 48331",94528,"ZCTA5 48331",5515
"G48334","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48334",,,,,,,,"ZCTA5 48334",67972,"ZCTA5 48334",5235
"G48335","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48335",,,,,,,,"ZCTA5 48335",66972,"ZCTA5 48335",3972
"G48336","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48336",,,,,,,,"ZCTA5 48336",55936,"ZCTA5 48336",3815
"G48340","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48340",,,,,,,,"ZCTA5 48340",29873,"ZCTA5 48340",2404
"G48341","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48341",,,,,,,,"ZCTA5 48341",34139,"ZCTA5 48341",4352
"G48342","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48342",,,,,,,,"ZCTA5 48342",20606,"ZCTA5 48342",2923
"G48346","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48346",,,,,,,,"ZCTA5 48346",68984,"ZCTA5 48346",6025
"G48348","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48348",,,,,,,,"ZCTA5 48348",97367,"ZCTA5 48348",6807
"G48350","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48350",,,,,,,,"ZCTA5 48350",77656,"ZCTA5 48350",9581
"G48353","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48353",,,,,,,,"ZCTA5 48353",79245,"ZCTA5 48353",6215
"G48356","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48356",,,,,,,,"ZCTA5 48356",68374,"ZCTA5 48356",5474
"G48357","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48357",,,,,,,,"ZCTA5 48357",73958,"ZCTA5 48357",5208
"G48359","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48359",,,,,,,,"ZCTA5 48359",71642,"ZCTA5 48359",6531
"G48360","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48360",,,,,,,,"ZCTA5 48360",96918,"ZCTA5 48360",6990
"G48362","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48362",,,,,,,,"ZCTA5 48362",77836,"ZCTA5 48362",4323
"G48363","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48363",,,,,,,,"ZCTA5 48363",102813,"ZCTA5 48363",13959
"G48367","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48367",,,,,,,,"ZCTA5 48367",71429,"ZCTA5 48367",7702
"G48370","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48370",,,,,,,,"ZCTA5 48370",102935,"ZCTA5 48370",21992
"G48371","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48371",,,,,,,,"ZCTA5 48371",71307,"ZCTA5 48371",4443
"G48374","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48374",,,,,,,,"ZCTA5 48374",147536,"ZCTA5 48374",15119
"G48375","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48375",,,,,,,,"ZCTA5 48375",85080,"ZCTA5 48375",6353
"G48377","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48377",,,,,,,,"ZCTA5 48377",56094,"ZCTA5 48377",2598
"G48380","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48380",,,,,,,,"ZCTA5 48380",84926,"ZCTA5 48380",5415
"G48381","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48381",,,,,,,,"ZCTA5 48381",80095,"ZCTA5 48381",9580
"G48382","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48382",,,,,,,,"ZCTA5 48382",96340,"ZCTA5 48382",5641
"G48383","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48383",,,,,,,,"ZCTA5 48383",73736,"ZCTA5 48383",4799
"G48386","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48386",,,,,,,,"ZCTA5 48386",75573,"ZCTA5 48386",9729
"G48390","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48390",,,,,,,,"ZCTA5 48390",67575,"ZCTA5 48390",3850
"G48393","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48393",,,,,,,,"ZCTA5 48393",46649,"ZCTA5 48393",2985
"G48397","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48397",,,,,,,,"ZCTA5 48397",,"ZCTA5 48397",
"G48401","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48401",,,,,,,,"ZCTA5 48401",36938,"ZCTA5 48401",8362
"G48411","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48411",,,,,,,,"ZCTA5 48411",,"ZCTA5 48411",
"G48412","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48412",,,,,,,,"ZCTA5 48412",55958,"ZCTA5 48412",8941
"G48413","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48413",,,,,,,,"ZCTA5 48413",42700,"ZCTA5 48413",3277
"G48414","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48414",,,,,,,,"ZCTA5 48414",50403,"ZCTA5 48414",6534
"G48415","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48415",,,,,,,,"ZCTA5 48415",52944,"ZCTA5 48415",4814
"G48416","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48416",,,,,,,,"ZCTA5 48416",47519,"ZCTA5 48416",5868
"G48417","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48417",,,,,,,,"ZCTA5 48417",46629,"ZCTA5 48417",8617
"G48418","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48418",,,,,,,,"ZCTA5 48418",61042,"ZCTA5 48418",8384
"G48419","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48419",,,,,,,,"ZCTA5 48419",38594,"ZCTA5 48419",5256
"G48420","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48420",,,,,,,,"ZCTA5 48420",50197,"ZCTA5 48420",1742
"G48421","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48421",,,,,,,,"ZCTA5 48421",54066,"ZCTA5 48421",4429
"G48422","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48422",,,,,,,,"ZCTA5 48422",38901,"ZCTA5 48422",5937
"G48423","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48423",,,,,,,,"ZCTA5 48423",51163,"ZCTA5 48423",1542
"G48426","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48426",,,,,,,,"ZCTA5 48426",44083,"ZCTA5 48426",4452
"G48427","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48427",,,,,,,,"ZCTA5 48427",40917,"ZCTA5 48427",2833
"G48428","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48428",,,,,,,,"ZCTA5 48428",61228,"ZCTA5 48428",7318
"G48429","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48429",,,,,,,,"ZCTA5 48429",42004,"ZCTA5 48429",2996
"G48430","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48430",,,,,,,,"ZCTA5 48430",64351,"ZCTA5 48430",2846
"G48432","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48432",,,,,,,,"ZCTA5 48432",46154,"ZCTA5 48432",4537
"G48433","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48433",,,,,,,,"ZCTA5 48433",59059,"ZCTA5 48433",2811
"G48434","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48434",,,,,,,,"ZCTA5 48434",47917,"ZCTA5 48434",10418
"G48435","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48435",,,,,,,,"ZCTA5 48435",45076,"ZCTA5 48435",3923
"G48436","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48436",,,,,,,,"ZCTA5 48436",61250,"ZCTA5 48436",7592
"G48437","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48437",,,,,,,,"ZCTA5 48437",54554,"ZCTA5 48437",21040
"G48438","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48438",,,,,,,,"ZCTA5 48438",80233,"ZCTA5 48438",10680
"G48439","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48439",,,,,,,,"ZCTA5 48439",61345,"ZCTA5 48439",3616
"G48440","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48440",,,,,,,,"ZCTA5 48440",67050,"ZCTA5 48440",5761
"G48441","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48441",,,,,,,,"ZCTA5 48441",39104,"ZCTA5 48441",2401
"G48442","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48442",,,,,,,,"ZCTA5 48442",65527,"ZCTA5 48442",2586
"G48444","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48444",,,,,,,,"ZCTA5 48444",48310,"ZCTA5 48444",3736
"G48445","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48445",,,,,,,,"ZCTA5 48445",39375,"ZCTA5 48445",6501
"G48446","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48446",,,,,,,,"ZCTA5 48446",50495,"ZCTA5 48446",1770
"G48449","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48449",,,,,,,,"ZCTA5 48449",47450,"ZCTA5 48449",4215
"G48450","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48450",,,,,,,,"ZCTA5 48450",41867,"ZCTA5 48450",3572
"G48451","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48451",,,,,,,,"ZCTA5 48451",66747,"ZCTA5 48451",5571
"G48453","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48453",,,,,,,,"ZCTA5 48453",39273,"ZCTA5 48453",3022
"G48454","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48454",,,,,,,,"ZCTA5 48454",47386,"ZCTA5 48454",5404
"G48455","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48455",,,,,,,,"ZCTA5 48455",67513,"ZCTA5 48455",7035
"G48456","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48456",,,,,,,,"ZCTA5 48456",49167,"ZCTA5 48456",3405
"G48457","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48457",,,,,,,,"ZCTA5 48457",44674,"ZCTA5 48457",4418
"G48458","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48458",,,,,,,,"ZCTA5 48458",33392,"ZCTA5 48458",1867
"G48460","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48460",,,,,,,,"ZCTA5 48460",57800,"ZCTA5 48460",5047
"G48461","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48461",,,,,,,,"ZCTA5 48461",51618,"ZCTA5 48461",2840
"G48462","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48462",,,,,,,,"ZCTA5 48462",80227,"ZCTA5 48462",4511
"G48463","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48463",,,,,,,,"ZCTA5 48463",48404,"ZCTA5 48463",4348
"G48464","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48464",,,,,,,,"ZCTA5 48464",58750,"ZCTA5 48464",8952
"G48465","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48465",,,,,,,,"ZCTA5 48465",49091,"ZCTA5 48465",4088
"G48466","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48466",,,,,,,,"ZCTA5 48466",48563,"ZCTA5 48466",6949
"G48467","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48467",,,,,,,,"ZCTA5 48467",40625,"ZCTA5 48467",2630
"G48468","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48468",,,,,,,,"ZCTA5 48468",38534,"ZCTA5 48468",3049
"G48469","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48469",,,,,,,,"ZCTA5 48469",42708,"ZCTA5 48469",4339
"G48470","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48470",,,,,,,,"ZCTA5 48470",44135,"ZCTA5 48470",4599
"G48471","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48471",,,,,,,,"ZCTA5 48471",37554,"ZCTA5 48471",2592
"G48472","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48472",,,,,,,,"ZCTA5 48472",47115,"ZCTA5 48472",6560
"G48473","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48473",,,,,,,,"ZCTA5 48473",57500,"ZCTA5 48473",2224
"G48475","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48475",,,,,,,,"ZCTA5 48475",44444,"ZCTA5 48475",6846
"G48476","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48476",,,,,,,,"ZCTA5 48476",48333,"ZCTA5 48476",10617
"G48502","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48502",,,,,,,,"ZCTA5 48502",27734,"ZCTA5 48502",15936
"G48503","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"48503",,,,,,,,"ZCTA5 48503",25053,"ZCTA5 48503",2761
